CVE_ENT_1,CVE_MUN_1,CVE_LOC,NOMLOC,AGEB
19,007,0076,La Trinidad,0171
19,007,0019,La Escondida,0468
19,009,0157,Hacienda las Trancas,0104
19,009,0619,El Barranquito (Campestre),0104
19,009,0124,San Juan (El Calvario),0068
19,042,0294,El Ayancual [Deportivo],0077
19,004,0050,Atongo de Abajo (Atongo Allende),0038
19,009,0014,El Barranquito,0104
19,009,0002,Las Abras de Abajo,0087
19,009,0015,El Barranquito,0119
19,009,0085,Palmitos (Hacienda Palmitos),0091
19,009,0186,La Condesa,0091
19,009,0586,San Rafael,0049
19,009,0234,Hacienda del Cielo,0049
19,009,0031,Los Cerritos,0119
19,009,0129,San Miguelito,0091
19,009,0127,San Lorenzo,0091
19,009,0132,San Rafael,0087
19,035,0050,Bicentenario,0091
19,025,0214,Parque Tecnológico Monterrey [Parque Industrial],0023
19,045,0550,Los Pilares,0168
19,013,0594,Doctor Ignacio Morones Prieto,0963
19,014,0153,San Vicente de la Puerta,0903
19,014,0037,La Chiripa,0890
19,014,0059,La Lajita,0852
19,014,0129,San Gregorio,0890
19,014,0017,Boquillas,0890
19,014,0104,Rancho Largo,0903
19,015,0027,Francisco I. Madero,0031
19,042,0074,San Benito,0024
19,018,0043,Los Elotes (Villa de García),0175
19,018,0021,La Gloria,018A
19,018,0081,San Isidro,0090
19,010,0113,Emiliano Zapata,0016
19,022,0025,Las Brisas,0341
19,022,0008,Ampliación de la Laguna,0055
19,022,0114,La Laguna,0106
19,024,0043,San Francisco,0045
19,045,0551,Valle del Norte,0168
19,031,0357,Anzures,0209
19,030,0014,La Colorada,0023
19,031,0028,Centro Habitacional Burócratas de Guadalupe,0035
19,009,0144,El Saucito (El Sauz),0049
19,009,0125,San Juan de los Garza (San Juanito),0049
19,041,0456,Valle de Santa María,0027
19,033,0277,El Popote (El Poblado),0792
19,038,0016,El Alto,0163
19,033,0008,Los Álamos,0928
19,033,0010,Los Álamos,0928
19,033,0056,El Caracol,0218
19,033,0187,Río Verde (Lampazos),0788
19,036,0015,La Presita de Cerros Blancos (La Presita),0224
19,036,0004,Cerros Blancos,0239
19,036,0008,Jesús María del Terrero (El Lindero),0188
05,006,0044,Presa de Chaires,076A
05,006,0273,Espinazo,090A
19,038,0914,Country Hill,0093
19,038,0892,Country Hill,0093
19,038,0871,Mil Encinos,0055
19,038,0310,El Toro,0144
19,038,0893,Privanzas,0106
19,038,0070,Valle Hidalgo (El Cueral),0017
19,038,0377,El Nogalito (El Barranco),0021
19,038,0239,Rancho Escondido,0021
19,041,0040,La Providencia,0046
19,042,0061,La Posada,0077
19,042,0294,El Ayancual [Deportivo],0077
19,043,0170,Emiliano Zapata,0074
19,044,0452,Sabinas Hidalgo [Parque Industrial],0758
19,044,0424,Graciano Bortoni,0086
19,044,0012,Carboneras,0086
19,012,0226,Campestre la Fortuna,0010
19,025,0214,Parque Tecnológico Monterrey [Parque Industrial],0023
19,001,0046,Colinas del Fraile,0017
19,009,0145,La Senda,0087
19,009,0665,Misión Antigua,0049
19,040,0008,Cinco de Mayo,0195
19,040,0008,Cinco de Mayo,0195
19,050,0034,Palo Alto (Palo Alto y Ayaleño),0350
19,050,0012,Los Colorados de Abajo,0168
19,050,0022,Fresnillo,0384
19,051,0002,El Álamo [Estación],0095
19,017,0142,San José de Raíces,1015
19,017,0104,La Primavera (El Charco),102A
19,017,0080,La Paz,0801
19,017,0114,Refugio de los Ibarra,1053
19,017,0163,Santa Fe,052A
19,017,0153,San Rafael,0799
19,017,0025,Ciénega del Toro,0089
19,017,0236,Lote Uno Fracción Navidad (Benito Juárez),0125
05,030,0210,San José del Alamito,3488
05,004,0007,Artesillas,0163
05,004,0082,El Poleo,0178
19,017,0054,Margaritas,1123
19,017,0026,La Concha,0125
19,017,0132,San Joaquín,0799
19,017,0115,El Refugio (Refugio de los Ranchos),006A
20,009,0013,San José Mano Marqués,0022
20,009,0012,Plan Juan Martínez,0022
20,468,0013,Plan Mata de Caña,0025
20,468,0014,Playa Limón,0025
20,468,0012,Plan Martín Chino,0010
20,166,0015,La Guadalupe,0039
20,559,0069,La Trinidad (Hondura de Nanche),0036
20,166,0004,Arroyo Frijol,001A
20,166,0068,Roberto Olivares Arellano,0024
20,515,0051,Colonia San Luis,0116
20,383,0002,La Estancia,0011
20,277,0016,Nachihuí,0061
20,031,0008,Tierra Caliente,0019
20,027,0003,La Concepción,0016
20,509,0017,Bajos de Santo Domingo,0015
20,509,0013,Las Pilas,002A
20,439,0056,Villa Unión,0038
20,439,0026,San Juanito o la Botija,0023
20,439,0092,Santa Elena el Tule,0023
20,439,0042,Frutilla,0061
20,439,0034,Rincón Alegre,0061
20,324,0037,Xonene,0025
20,324,0084,Playa Zipolite,0063
20,043,0025,Playa San Vicente,0202
20,043,0152,Colonia San Isidro,0202
20,043,0153,Colonia San Vicente,0185
20,262,0003,Llano Grande,0020
20,447,0004,San Juan Cabeza del Río,0044
20,447,0007,Coyul Grande,0044
20,073,0116,El Carrizal de Galeana,0080
20,447,0003,San Felipe Atotonilco,0010
20,447,0019,San Miguel,0078
20,447,0018,San Juan Viejo,0025
20,516,0004,El Hoyo,001A
20,566,0008,El Sabino,0030
20,165,0003,San Rafael,0012
20,340,0003,San Francisco Huapanapan,0014
20,016,0018,Lázaro Cárdenas,0012
20,469,0025,La Sabana,0107
20,073,0119,San Jorge Río Frijol,0023
20,208,0083,Mesón de Guadalupe,0026
20,208,0009,Mesón de Guadalupe Primera Sección,0026
20,469,0081,Agua Fría Copala,0060
20,469,0029,San Juan Copala,0107
20,469,0009,Concepción Carrizal,0060
20,073,0120,San Miguel Copala,0057
20,073,0124,Llano de Aguacate,0057
20,138,0002,San Miguel Cajonos,0015
20,298,0004,Unión Zapata (Loma Larga),0038
20,477,0003,Coquito,001A
20,277,0068,El Carrizal,0108
20,507,0016,Lagunillas,0010
20,114,0003,San Jerónimo Zoochina,0013
20,485,0009,San Isidro,0026
20,010,0067,San Isidro,0042
20,513,0014,El Campanario,0041
20,513,0007,El Tejón,0037
20,553,0024,Santa Catalina de Sena,0028
20,526,0099,El Paraíso,0035
20,318,0005,San Andrés Copala,0013
20,068,0015,San Pedro Guegorexe,0038
20,397,0105,Mexicalcingo de los Granados,0055
20,570,0078,Barrio San José (La Nopalera),0090
20,378,0002,Emiliano Zapata,0011
20,570,0008,Santa María Vigallo,0103
20,123,0003,San Jerónimo Tititlán,0027
20,555,0003,Santa María Roaló,0018
20,570,0013,Las Huertas,0071
20,570,0006,San Sebastián Río Dulce,0071
20,570,0012,Las Juntas,0071
20,184,0039,El Paraíso Zacatal,0179
20,214,0002,Maninaltepec,0023
20,176,0003,Estancia,0035
20,176,0004,Río Blanco,0016
20,177,0007,San José del Chilar,0066
20,484,0005,Santa Ana Rayón,0014
20,554,0002,Chinantequilla,003A
20,202,0020,Santa Rosa de Lima,0022
20,364,0022,Santa María Yolotepec,0020
20,469,0042,Tinuma de Zaragoza,0022
20,469,0106,La Laguna de Guadalupe Yucunicoco,0060
20,469,0116,Santo Domingo del Progreso,0022
20,469,0042,Tinuma de Zaragoza,0022
20,210,0009,Santo Domingo Yosoñama,0024
20,210,0012,San Pedro Yosoñama,0024
20,210,0025,Pueblo Nuevo,0024
20,210,0004,Sabinillo,001A
20,210,0015,San Isidro Yosoñama,0024
20,210,0012,San Pedro Yosoñama,0024
20,213,0002,Cieneguilla,005A
20,188,0007,Agua Fría,0021
20,229,0005,Río de Talea,0030
20,275,0025,Santa Margarita Huitepec,0029
20,298,0004,Unión Zapata (Loma Larga),0038
20,520,0004,San Juan Reyes,0012
20,039,0019,San Miguel Papalutla,0074
20,039,0064,San Francisco Yosocuta,0074
20,242,0006,Guadalupe,0028
20,565,0037,Ninguno,0048
20,068,0015,San Pedro Guegorexe,0038
20,324,0237,San Pedro Cafetitlán,0190
20,255,0003,San Isidro (Agua de Lobo),0011
20,407,0008,Santa Inés,0392
20,028,0011,Los Ocotes,0047
20,133,0002,Benito Juárez,0019
20,269,0009,Ignacio Zaragoza,0036
20,269,0006,Madero,0036
20,397,0013,Llano de Guadalupe,0089
20,110,0002,Buenavista,0014
20,133,0002,Benito Juárez,0019
20,378,0003,San Mateo Mixtepec,0011
20,275,0024,Pueblo Nuevo (Buenavista),0014
20,275,0003,Santa Cruz Condoy,0014
20,277,0045,Yoganita,0076
20,277,0008,Gulera,0061
20,277,0061,El Común,0131
20,277,0031,San Cristóbal,0112
20,277,0019,San Isidro Ojo de Agua,0095
20,201,0002,Las Delicias,0010
20,283,0002,Nata,0020
20,381,0002,San José de la Pradera,0017
20,570,0020,La Cumbre Clavellinas,0086
20,338,0008,Santo Domingo Barrio Alto [Parque Industrial],0020
20,033,0003,La Capellanía,0013
20,033,0004,La Resurrección [Paraje],0013
20,297,0009,San Lucas Redención,0011
20,397,0108,San Felipe Tindaco,0089
20,028,0017,San Matías Chilazoa,0032
20,138,0002,San Miguel Cajonos,0015
20,005,0057,Tecnológico [Barrio],0127
20,453,0011,Barra de la Cruz,0018
20,453,0012,Zimatán,0018
20,307,0018,Santa María,0043
20,307,0005,El Coyul,0109
20,307,0012,Río Seco,0109
20,307,0009,Morro Ayuta,0109
20,277,0031,San Cristóbal,0112
20,105,0007,San Isidro Monteverde,0014
20,327,0051,Pesquería Puerto Paloma,0116
20,327,0050,Pesquería Rancho Salinas,0116
20,327,0023,Trejo,0116
07,009,0046,La Gloria,0116
20,327,0009,Conchalito,0173
20,327,0006,Rincón Juárez,0099
20,098,0027,Guadalupe (Barrio Guadalupe),0018
20,333,0015,San José de Gracia,0043
20,517,0009,Loma Larga,0017
20,031,0007,Tierra Blanca,0019
20,178,0004,San Miguel Etla,0010
20,033,0003,La Capellanía,0013
20,023,0038,Paraje Zavaleta,0017
20,023,0034,Lomas de San Juan,0017
20,385,0008,San Isidro Monjas,029A
20,385,0046,Los Puentes Cuaches,029A
20,565,0015,San Pedro la Reforma,0048
20,291,0005,Comitlán,0037
20,185,0008,La Culebra,002A
20,105,0007,San Isidro Monteverde,0014
20,059,0115,Sitio de Lachidoblas,0081
20,154,0003,La Reforma,0019
20,348,0018,Santa Cruz Yosondica,0031
20,348,0008,Guadalupe Nundaca,0046
20,348,0016,San Mateo Tunuchi,0012
20,398,0002,Guegovela,0029
20,364,0014,Pie del Cerro,0073
20,392,0016,Moctezuma,0025
20,133,0002,Benito Juárez,0019
20,133,0004,Mier y Terán,0019
20,377,0022,Chamizal (Buena Vista),0033
20,377,0003,Guerrero,0029
20,351,0011,La Labor,0018
20,351,0010,Barrio Oriente,0018
20,570,0096,San José Guelatová de Díaz,0226
20,570,0011,Valdeflores,0226
20,072,0005,El Porvenir,0011
20,028,0018,Santa Cruz Nexila,0032
20,115,0012,La Colorada [Paraje],0010
20,174,0003,El Zapotillo,0011
20,385,0009,San Juan Bautista la Raya,029A
20,121,0006,La Unión Reforma,0018
30,091,0085,Juan de la Luz Enríquez,0171
20,407,0018,Chalchijapa,0212
20,407,0024,San Francisco la Paz,0072
20,407,0041,Río Hamaca,0104
20,265,0035,Benito Juárez (El Trébol),0022
20,002,0005,Aserradero Segundo,0055
20,278,0051,Cerro de Agua Platanar,0020
20,278,0068,Playa Lecuona (Miguel Hidalgo),0020
20,002,0117,Buenos Aires,0089
20,021,0031,Rancho Tablas de Reyes Carrizal (San Miguel),0027
20,021,0008,Rancho Tablas Reyes,0027
20,002,0210,Los Huertos [Fraccionamiento],006A
20,042,0002,La Josefina,0012
20,010,0042,El Sardinero,0023
20,010,0013,Río Grande,0023
20,010,0002,Almoloya Bajo (Estación Almoloya),0023
20,010,0003,Almoloya de Gutiérrez,0023
20,010,0018,La Haciendita,0042
20,010,0048,Llano Redondo,0023
20,010,0010,Niza Conejo,0042
20,010,0012,Rincón Vaquero,0057
20,010,0005,Guigubaá,0042
20,427,0002,Buenavista,0022
20,085,0034,El Recuerdo,0043
20,509,0009,San José Piedras Negras,002A
20,342,0012,Rancho Viejo [Paraje],0019
20,310,0020,Piedras Negras [Colonia],0015
20,310,0019,Jardines del Tepeyac,0015
20,310,0044,Cañada Grande [Colonia],0015
20,385,0094,Rancho Quemado [Paraje],0020
20,043,0208,10 de Abril [Colonia],0185
20,043,0222,Las Palmas [Fraccionamiento],0185
20,039,0009,Dolores,0055
20,039,0016,Rancho Ramírez,0055
20,039,0034,Las Campanas,006A
20,039,0038,FIDEPAL (Colonia Lázaro Cárdenas del Río),006A
20,039,0059,Colonia Buena Vista,006A
20,039,0012,La Junta,0089
20,039,0007,El Castillo,0055
20,039,0002,Acatlima,0055
20,039,0063,Reforma Agraria,0055
20,041,0124,Santa Catarina Buenavista,0034
20,396,0002,Llano de Agua,001A
20,397,0016,Nueva Reforma,0036
20,397,0110,Santo Domingo Huendío,0089
20,110,0006,Yosocahua,0014
20,058,0003,Agua Duende,0027
20,206,0008,Ciénega,0021
20,206,0009,Barrio Santiago,0021
20,234,0013,Peña Blanca,0011
20,385,0088,Lomas de Quio,0020
20,399,0008,La Cañada,0026
20,308,0006,Colonia San Diego,0017
20,085,0010,Quelové,001A
20,085,0011,San Francisco Loxicha,0043
20,509,0015,Piedra del Sol,0015
20,126,0004,San Lorenzo Mixtepec,0033
20,126,0002,San Agustín Mixtepec,0033
20,027,0003,La Concepción,0016
20,143,0008,Cerro Grande,0049
20,143,0063,Cachimbo,0049
20,130,0002,Huamúchil,0021
20,141,0003,Puerto Estero,0097
20,318,0010,La Reforma,0028
20,526,0032,Cañada de los Matus,0035
20,039,0065,Saucitlán de Morelos,0074
20,171,0040,Cerro Palmera,0024
20,403,0008,Proyecto 2000 [Fraccionamiento],0016
20,385,0009,San Juan Bautista la Raya,029A
20,338,0006,Moctezuma [Colonia],0020
20,338,0003,Santo Domingo Barrio Alto,0020
20,417,0063,El Manantial,0011
20,166,0017,Leyes de Reforma,0024
20,232,0019,Cerro de Oro,0040
20,184,0055,San Miguel Obispo,0111
20,184,0039,El Paraíso Zacatal,0179
20,044,0009,Desparramadero,0110
20,278,0006,La Candelaria,0088
20,278,0020,Las Margaritas,0088
20,166,0010,Cerro Flores,001A
20,184,0048,Rodeo Arroyo Pepesca,0145
20,184,0393,Raúl Ferrer [Colonia],0126
20,184,0035,Mundo Nuevo,0094
20,184,0071,Zacate Colorado,0075
20,184,0087,Fuente Villa,0111
20,207,0081,Los Raudales,0029
20,190,0020,El Porvenir,0053
20,190,0017,Nuevo Cerro Mojarra,0104
20,190,0017,Nuevo Cerro Mojarra,0104
20,207,0010,San José de las Flores,0014
20,325,0021,El Porvenir,0022
20,198,0005,Boca del Monte,0117
20,057,0019,El Paguital,0138
20,198,0014,Paso Real de Sarabia,0051
20,198,0013,Ocotal,009A
20,460,0004,San Juan del Río,0065
20,205,0027,Yogope,0039
20,205,0022,San Miguel (La Paz),0039
20,205,0037,Santa Cecilia de Madero,0039
20,205,0048,Santa María la Nopalera,0077
20,205,0030,San Juan Evangelista,0039
20,205,0037,Santa Cecilia de Madero,0039
20,205,0025,Santiago Jalahui,0081
20,190,0168,Arroyo Venado,0142
20,205,0023,San Pedro Tres Arroyos,0062
20,205,0002,Arroyo Blanco,0039
20,205,0030,San Juan Evangelista,0039
20,205,0012,Colonia Morelos,001A
20,205,0017,San Jorge el Porvenir,0062
20,205,0005,Arroyo Plátano,0024
20,198,0110,Arroyo Lirio,0028
20,198,0112,Nuevo Brena Torres,0028
20,198,0025,Brena Torres,0028
20,198,0110,Arroyo Lirio,0028
20,207,0034,La Nueva Esperanza,0156
20,336,0016,San Martín Buenavista,0011
20,097,0003,Santo Domingo Yojovi,0010
20,028,0018,Santa Cruz Nexila,0032
20,545,0003,San Bernardino,0030
20,206,0002,Contlalco,0021
20,426,0002,San José Contreras,0044
20,426,0035,Cañada de Espina,003A
20,426,0016,Manzanito,003A
20,426,0002,San José Contreras,0044
20,169,0005,El Tepeyac,0030
20,002,0058,Colonia Josefa Ortiz de Domínguez,0125
20,184,0042,Paso Rincón,0060
20,278,0034,Playa de Jícama,004A
20,570,0003,San Nicolás Quialana,0103
20,324,0235,Los Naranjos Esquipulas,0010
20,278,0095,Loma Coyol San Martín,0073
20,023,0010,Manzano,0017
20,399,0002,Montealbán,0026
20,324,0011,Chepilme,003A
20,324,0030,San Miguel Figueroa,003A
20,324,0033,Santa María Limón,003A
20,324,0124,Palotada (San Juan Palotada),0078
20,439,0120,Arroyo Tres,0061
20,324,0191,Barrio Nuevo Chapingo,0044
20,324,0137,Nueva Chapingo [Colonia],0044
20,324,0208,La Guayabita [Fraccionamiento],0025
20,324,0010,San José Chacalapa,003A
20,324,0052,El Piste,003A
20,324,0010,San José Chacalapa,003A
20,324,0039,Arroyo Zapote,003A
20,324,0098,La Lima [Barrio],003A
20,324,0125,Carnizuelo,0010
20,324,0195,La Ciénega II,0044
20,413,0050,Huatunalco (Barra de Huatunalco),0050
20,324,0029,San Isidro Apango,0044
20,324,0050,Corcovado Petaca,0044
20,334,0026,La Soledad,0125
20,334,0133,Los Llanos del Espinal,0144
20,334,0030,La Pastoría,0144
20,334,0037,San Francisco de Arriba,0021
20,334,0009,La Cañada,006A
20,334,0035,San Felipe,0055
20,526,0101,San Isidro Campechero,004A
20,334,0044,Santa Rosa de Lima,0106
20,059,0012,San Guillermo,0039
20,059,0041,El Zompantle,0043
20,059,0046,La Estancia,0043
20,023,0041,Los Huertos [Colonia],0017
20,310,0003,Buena Vista,0015
20,310,0018,Colonia Tlacaelel,0015
20,310,0033,Jazmines,0015
20,310,0015,Juquilita,0015
20,310,0014,José Guadalupe Martínez García,0015
20,310,0017,Las Razas,0015
20,386,0081,La Conchita,0051
20,110,0006,Yosocahua,0014
20,397,0029,San Bartolo,0036
20,397,0003,Campo de Aviación,0055
20,397,0004,Cañada María (Primera Sección),0036
20,397,0125,Colonia del Valle,0055
20,397,0035,Licenciado Adolfo López Mateos,0021
20,397,0068,El Capulín,0021
20,397,0111,La Unión,0074
20,397,0032,Barrio San Diego,0021
20,127,0003,Cabeza del Río,0011
20,397,0101,Cruz Llorada,0036
20,397,0102,Arboleda,0036
20,397,0009,Las Huertas,0055
20,397,0012,La Lobera,0055
20,397,0023,San Pedro,0074
20,397,0053,Ejido Ojo de Agua (El Vergelito),0074
20,397,0126,Guadalupe [Colonia],0074
20,401,0021,Ventanilla,0045
20,401,0025,San José el Quequestle,0011
20,401,0020,Valdeflores,005A
20,401,0018,El Tomatal,005A
20,401,0002,El Bajo,0026
20,439,0060,La Culebra [Barrio],0023
20,401,0061,El Salitrero,0030
20,406,0004,Benito Juárez,0037
20,406,0061,Río Sapo,0056
20,406,0120,El Naranjo,0037
20,406,0061,Río Sapo,0056
20,278,0068,Playa Lecuona (Miguel Hidalgo),0020
20,413,0119,Río Tangolunda (La Jabalina),0031
20,413,0116,Colonia Vicente Guerrero,0031
20,324,0230,El Paraíso,0190
20,413,0005,Arroyo Súchil,0031
20,413,0007,Bajos del Arenal,0050
20,466,0011,El Mosco,0054
20,386,0008,El Cucharal,0028
20,466,0004,El Carasol,004A
20,466,0008,La Humedad,0035
20,466,0010,Llano Verde,0054
20,467,0011,La Humedad,0085
20,467,0006,Charco Nduayoo,0066
20,467,0023,La Tuza,0136
20,467,0006,Charco Nduayoo,0066
20,467,0028,Emiliano Zapata (Chiapas),0085
20,205,0018,San José Río Manzo,001A
20,205,0011,Monte Negro,0039
20,044,0022,Santa Sofía Monte Rosa,0093
20,044,0068,Santa Sofía Río Playa,0093
20,468,0033,El Ojo de Agua,0044
20,036,0017,El Porvenir,0034
20,515,0114,Santa María Nativitas Coatlán,0328
20,397,0109,San Pedro Yosotatu,0089
20,133,0007,Ndoyonoyuji (Ciénega de Flores Amarillas),0019
20,491,0002,Buenavista,0023
20,491,0005,San Isidro Llano Yerba,0023
20,491,0007,Recibimiento de Cuauhtémoc,0038
20,190,0002,Arroyo Carrizal,0049
20,498,0018,Santa María Yaveo,0077
20,439,0006,Cerro Gordo,0057
20,421,0003,Kilómetro 10 Nizzapipi (San Antonio),0033
20,079,0030,Colonia la Brecha,0116
20,261,0022,Guadalupe Villahermosa,0019
20,429,0004,Santa Rosa Matagallinas,0012
20,420,0010,Loma Larga,0017
20,420,0009,Rincón Hacienda Vieja,0017
20,230,0003,San Jerónimo Nuchita,0012
20,537,0019,Santiago Patlanalá,0062
20,537,0028,Barrio San Miguelito,0062
20,227,0002,Guadalupe Hidalgo,0036
20,063,0002,Lomas de Nazareno,0027
20,365,0002,Benito Juárez,0028
20,549,0003,Guadalupe de Cisneros,003A
20,549,0008,San Andrés Yutatío,0025
20,559,0062,La Gran Lucha,0021
20,559,0021,Paso Nuevo la Hamaca,006A
20,559,0056,Miguel Hidalgo,006A
20,262,0003,Llano Grande,0020
20,262,0002,Cuajimoloyas,0020
20,388,0005,La Lobera,0018
20,565,0015,San Pedro la Reforma,0048
20,491,0003,El Frijol,0019
20,396,0003,San Agustín Nuevo,001A
20,406,0038,Zongolica,0041
20,041,0078,Plan de Basura,0049
20,310,0002,Rancho de los Audelo,0015
20,310,0013,Arboleda,0015
20,310,0005,La Loma (Loma Grande),0015
20,310,0009,Loma Bonita [Colonia],0015
20,310,0010,El Vergel,0015
20,385,0072,25 de Mayo,0020
20,052,0033,Lázaro Cárdenas,0057
20,418,0005,Llano Vería,0042
20,057,0210,Barrio Nuevo,0227
20,028,0002,El Arrogante Justo Benítez,0051
20,028,0042,La Escalera,0066
20,061,0002,Santa María Velató,0018
20,015,0005,Tepehuaje,002A
20,351,0002,Río Anona,0018
20,289,0003,Bramaderos San Nicolás,001A
20,351,0008,La Estancia,0018
20,351,0010,Barrio Oriente,0018
20,534,0003,San Isidro la Cañada,0018
20,015,0004,Las Salinas,0034
20,028,0042,La Escalera,0066
20,059,0005,Cerro Gordo,0077
20,059,0011,San Felipe Yegachín,0058
20,061,0007,Los Pocitos Monjas,0018
20,059,0105,San Miguel (Rompecapa),0062
20,059,0127,La Soledad [Rancho],0062
20,037,0020,La Soledad,0027
20,469,0018,La Brama Paraje Pérez,0107
20,469,0009,Concepción Carrizal,0060
20,397,0048,Los Ángeles,006A
20,045,0008,Ex-Hacienda Catano [Fraccionamiento],0014
20,045,0003,San Isidro Catano,0014
20,102,0003,San Isidro,0012
20,330,0012,Santo Domingo del Río,0022
20,399,0006,La Soledad,0026
20,399,0029,Perla de Antequera,0026
20,399,0028,La Cañadita,0026
20,399,0023,Loma de la Virgen [Paraje],0026
20,399,0040,La Cazahuatera,0026
20,266,0010,Copalita la Hamaca,0053
20,266,0014,El Granadillo,0053
20,266,0016,Llano Jícara,002A
20,266,0016,Llano Jícara,002A
20,266,0030,Santa María Xadani,0049
20,325,0038,San Pablo Lachiriega,0018
20,325,0042,Unión Juárez,008A
20,570,0011,Valdeflores,0226
20,271,0003,Barranca Fierro,0015
20,358,0004,Rincón de Tlapacoyan,0019
20,039,0055,San Sebastián Progreso,0089
20,039,0012,La Junta,0089
20,210,0008,San Pedro Ñumí,0043
20,414,0009,Santa María Chicometepec,0043
20,570,0002,La Raya,0090
20,388,0005,La Lobera,0018
20,388,0002,El Carmen,0018
20,469,0066,La Luz Rahelle,0094
20,469,0070,Paso de Águila Copala,0094
30,117,0028,Paso Amapa,0042
20,002,0020,La Junta,0055
20,021,0005,Morelos,0027
20,510,0010,Reyes Ixcatlán,0016
20,026,0009,Iturbide,0038
20,269,0009,Ignacio Zaragoza,0036
20,249,0003,Boca del Río San Mateo,0014
20,435,0005,Mosquito Blanco,001A
20,517,0003,Río Ramal,0017
20,293,0004,San Sebastián,0027
20,293,0009,La Borcelana,0027
20,338,0008,Santo Domingo Barrio Alto [Parque Industrial],0020
20,043,0025,Playa San Vicente,0202
20,043,0025,Playa San Vicente,0202
20,441,0041,Nueva Vida [Colonia],0021
20,184,0117,Pueblo Nuevo Ojo de Agua,0183
30,169,0032,La Guadalupe,0072
20,184,0123,La Unión,0164
20,483,0002,Santa Cruz Lachixolana,0021
20,178,0002,Asunción Etla,0010
20,178,0011,Santa Catarina [Paraje],0010
20,077,0003,San Lázaro Etla,0018
20,492,0024,Guadalupe Tilantongo (Llano de las Avispas),0035
20,006,0014,Santiago Mitlatongo,0069
20,028,0008,La Noria de Ortiz,0032
20,072,0002,Lachilana,0011
20,052,0004,Las Majadas,0023
20,418,0008,San Cristóbal,0095
20,418,0020,Pochotillo,0095
20,052,0009,Colonia Marilú,0038
20,185,0008,La Culebra,002A
20,207,0030,La Esperanza,0029
20,198,0117,Plan de San Luis,0136
20,057,0019,El Paguital,0138
20,198,0112,Nuevo Brena Torres,0028
20,198,0025,Brena Torres,0028
20,207,0006,La Mixtequita,0086
20,207,0088,La Soledad,0086
20,207,0025,San José de los Reyes el Pípila,0029
20,207,0049,Tierra Nueva,0071
20,207,0024,Doce de Julio,0029
20,207,0050,Lázaro Cárdenas,0086
20,207,0079,La Palestina,0086
20,198,0089,La Zacatera,0117
20,057,0026,Donají,0123
20,057,0026,Donají,0123
30,091,0085,Juan de la Luz Enríquez,0171
20,427,0026,Las Flores,0111
20,427,0006,La Princesa (El Polvorín),0018
20,427,0025,El Bajío,0111
20,427,0031,Llano Suchiapa,0022
20,059,0100,La Labor del Rosario,0062
20,059,0011,San Felipe Yegachín,0058
20,325,0023,La Mancornada,0075
20,525,0005,Huanacastal,0080
20,387,0002,La Barda Paso de Piedras,0025
20,012,0026,El Alacrán,0013
20,301,0002,Colonia Guadalupe,0054
20,409,0002,Güendulain,001A
20,028,0020,El Saúz,0051
20,549,0009,San Isidro Zaragoza,0063
20,188,0020,La Soledad,0017
20,403,0012,Paraje Campo Lucero,0016
20,403,0003,Paraje Loma de Lucero,0016
20,073,0116,El Carrizal de Galeana,0080
20,330,0024,Los Pinos [Colonia],0018
20,098,0013,Colonia Constitución,0022
20,259,0002,La Luz Tenexcalco,0010
20,452,0003,San Sebastián Ocotlán,0025
20,494,0066,Santiago Huaxolotipac,0025
20,244,0013,Inspectoría Independencia Guadalupe,0018
20,397,0013,Llano de Guadalupe,0089
20,176,0003,Estancia,0035
20,404,0002,San Agustín Montelobos,0013
20,124,0018,Tierra Blanca,0062
20,266,0121,Santa Catarina Jamixtepec,0015
20,130,0002,Huamúchil,0021
20,130,0002,Huamúchil,0021
20,068,0003,La Chilaíta,0038
20,481,0007,Yucubey de Cuitláhuac,0012
20,494,0002,El Portezuelo,0025
20,274,0005,Río Minas,0017
20,339,0027,Santo Domingo Tlachitongo,0028
20,141,0075,Colonia 12 de Abril,0059
20,143,0038,20 de Noviembre,0049
20,141,0085,Colonia Villanueva,0044
20,141,0100,El Vergel del Maíz,0044
20,141,0099,Santa Rita (Santa Rita del Mar),0114
20,141,0101,Primera Sección,0044
20,409,0002,Güendulain,001A
20,011,0002,San Antonio o las Mesas,0016
20,277,0035,San Sebastián de las Grutas,0076
20,455,0003,Santa Catarina Estancia,0012
20,401,0099,Nuevo Amanecer San Jacinto [Colonia],0026
20,318,0042,Puente San José,0032
20,318,0012,El Salitre,0028
20,318,0007,Los Limones,0032
20,347,0002,Cieneguilla,0015
20,567,0012,San Miguel Hidalgo,0023
20,567,0007,Santa Cruz Vista Hermosa,0023
20,567,0003,Guadalupe del Recreo,0038
21,003,0019,La Trinidad (Los Hobos),0095
21,003,0017,Tetelcingo,0080
21,003,0017,Tetelcingo,0080
21,156,0100,Colonia Guadalupe,0268
21,031,0006,Zaragoza,0028
21,047,0026,Centeocala,0244
21,082,0007,Santa Cecilia Clavijero,0027
21,034,0020,Curitiba,0034
21,157,0007,Los Hornos de Zaragoza,0068
21,045,0015,Guadalupe Sabinal,0095
21,099,0010,Llano Grande Ixtapa,0077
21,085,0032,San Martín la Flor (La Flor Colorada),018A
21,051,0025,San Miguel Tecolacio,0088
21,051,0053,La Palma (El Trinquete),0088
